,gen-vanilla_SSRT-vanilla,gen-vanilla_SSRT-w_guesses,gen-vanilla_SSRT-w_graded,gen-guesses_SSRT-vanilla,gen-guesses_SSRT-w_guesses,gen-guesses_SSRT-w_graded,gen-graded_mu_go_log_SSRT-vanilla,gen-graded_mu_go_log_SSRT-w_guesses,gen-graded_mu_go_log_SSRT-w_graded
3ZHPLD0X,288.99999999999994,259.18841473924186,421.91666666666663,311.78333333333336,288.170193942001,447.31666666666666,217.48333333333332,168.42606894861873,303.40000000000003
3ZRVGHVN,307.15000000000003,209.61927003206495,703.9499999999999,369.9333333333332,293.3633052754866,801.1833333333334,217.66666666666666,85.36717544062388,358.98333333333323
3ZUH1ZHD,292.6833333333333,251.48717178958356,441.94999999999993,322.8666666666666,290.920193942001,479.2833333333333,214.85,144.43073003008004,309.5333333333334
3ZX15022,285.75,262.6788346274329,439.41666666666674,302.91666666666663,283.32193953163437,470.11666666666656,222.86666666666665,192.76322757029286,301.7666666666667
3ZXWNWZK,312.15,206.97482360591454,788.95,380.9833333333334,293.2381452402553,954.2833333333334,217.91666666666666,81.69365414345619,368.0
402278X9,287.0,250.69575715743673,447.5833333333333,312.0833333333333,284.0763274205488,474.1833333333334,234.90000000000006,183.819420380092,308.18333333333334
403JXRX5,295.4,241.72380736656356,486.95,332.45,291.4131718165885,533.5166666666667,215.8,129.91346879449247,318.68333333333334
40AA6KX2,284.5833333333333,266.48490768048964,393.56666666666666,299.21666666666664,284.3464889372937,412.25,222.03333333333336,193.21967829935815,295.08333333333337
40BBMD8U,308.51666666666665,203.2695069330204,726.5833333333333,374.8166666666666,293.46516363235645,800.8666666666668,218.31666666666666,80.11109023993185,365.8666666666667
40GZ9MTA,297.1833333333334,232.9910327117716,534.5833333333334,339.0333333333333,290.4606584971719,569.5333333333333,218.4,126.0018873074532,328.6333333333333
40LC0P0V,283.3333333333333,266.25076049701886,382.1166666666667,297.21666666666664,283.4631556039604,399.93333333333334,227.56666666666663,200.43634496602482,293.08333333333337
40LJLRZD,288.84999999999997,258.8516882302656,421.53333333333325,311.3499999999999,287.6535272753343,446.78333333333325,217.3833333333333,167.84644516006955,303.18333333333334
40T7TX7X,294.05,242.06309055667762,492.2166666666667,328.7333333333333,289.6746585020843,512.0833333333334,217.41666666666666,142.03929756944825,319.9833333333333
40UDB664,277.78333333333336,268.8242135149714,337.1500000000001,286.16666666666663,279.07982227062706,346.5,249.76666666666665,236.81086919768623,284.9666666666667
40UHKD3Y,287.66666666666663,258.19650457017696,432.61666666666673,308.75000000000006,285.7403878840021,449.1,220.35000000000005,177.706263901348,304.33333333333337
40YFT2B2,316.00000000000006,189.56297056576963,862.3333333333333,395.83333333333326,293.98989889267165,1009.4999999999999,219.35,60.03015137059587,385.8166666666666
414B0X0A,326.53333333333325,174.21104026762072,1105.7999999999997,424.3333333333332,293.5997374384266,1378.8166666666662,220.76666666666662,44.55851469157338,419.38333333333327
415U67R2,292.15000000000003,246.67996956112836,521.4000000000002,323.65000000000003,286.010666647017,580.9833333333335,226.7833333333334,167.13155469747343,318.93333333333345
41E41YFZ,296.9,236.35916808529814,490.96666666666664,337.46666666666675,292.361502898124,521.5833333333333,215.70000000000002,120.14189855489523,322.4166666666667
41TZ179J,284.2166666666666,266.89371116534636,395.13333333333327,297.88333333333327,283.75352727533436,406.6833333333333,221.61666666666665,196.07813195067394,295.25
4206Z9NR,287.73333333333335,257.8318742463855,428.13333333333327,309.55,286.18334954596145,451.50000000000006,221.71666666666664,176.41447691669885,303.5
42425KF9,309.8,211.60442829912526,765.2333333333333,374.16666666666663,292.0819675157947,919.0500000000001,218.84999999999997,93.00860026980413,363.2
426ELY6T,326.51666666666665,174.78084113555312,1056.1833333333334,423.1166666666667,294.20613263457705,1297.5333333333335,220.65000000000003,42.117352671963815,413.90000000000003
427BL6HA,320.2333333333333,187.03457460754404,953.9,405.5166666666667,293.57869461644,1156.7333333333331,219.70000000000002,59.38486997131334,396.9
42EDG566,316.09999999999997,195.10704797392683,871.7666666666664,393.94999999999993,293.5741614479709,1046.6,218.9333333333333,67.82077447764823,383.84999999999997
42LK7GJJ,276.3833333333334,270.7699300369579,330.1333333333334,282.7166666666667,277.9964889372937,336.9166666666666,252.6666666666666,243.09624169569304,283.5833333333333
42N70P8A,307.0999999999999,211.06104404997853,722.7333333333333,368.98333333333335,292.1519557197003,832.9499999999999,218.69999999999996,92.62404018983807,359.84999999999997
43AFH5U4,287.84999999999997,260.0824285511997,428.29999999999995,308.75,286.3929778745875,455.63333333333344,219.0666666666667,175.58992333945542,302.9833333333334
43M1L7PL,281.71666666666664,270.0992784589578,374.8166666666667,291.8666666666666,282.07982227062706,386.76666666666665,226.96666666666667,210.04420253101958,290.3333333333333
43P39GXX,286.21666666666664,253.37766836692256,444.5166666666667,309.9666666666667,283.45182226080226,484.50000000000006,238.98333333333335,193.57490475484968,305.9500000000001
43TD8G0E,298.41666666666663,231.54072190067689,568.3,342.5,290.9228930290114,615.3833333333332,217.1833333333333,123.3779715624977,333.84999999999997
43VJ1LGA,290.2833333333333,258.3012909098491,427.08333333333337,315.01666666666665,289.3964889372937,461.08333333333326,215.18333333333334,159.93497697002135,304.73333333333335
43VJ4GZ1,319.9166666666667,182.24200458486058,951.8499999999999,407.18333333333334,294.05307885910514,1143.1833333333332,219.93333333333334,51.312136904655986,398.7999999999999
43YWL3H0,276.68333333333334,280.06670406837594,349.26666666666665,281.1333333333333,278.49864106873173,354.2333333333333,253.64999999999995,252.77696366934074,287.2666666666666
449WT7FF,316.29999999999995,187.8834414153895,853.6999999999999,396.9333333333333,294.3241532981258,992.0999999999998,219.41666666666666,56.38216972064335,385.63333333333327
44AD8TE0,276.1666666666667,290.9304031214729,337.8833333333334,277.15,279.55215213143794,339.2666666666667,248.4666666666666,259.0959846550076,285.3166666666667
44AXV5FM,282.0333333333333,267.891686144655,373.8666666666667,293.90000000000003,282.3798222706271,388.6,229.83333333333331,207.80728791821474,291.0166666666667
44VXW7YA,310.51666666666665,205.97468172584874,784.1166666666666,378.23333333333335,292.7529011542943,926.7499999999998,218.29999999999998,84.05655071867042,368.88333333333327
44YMAA5N,286.26666666666665,259.0435142373611,430.2833333333333,306.53333333333336,284.73946681188124,455.5833333333334,226.9666666666666,187.73827389068558,303.0833333333333
459DR5EV,285.59999999999997,263.81647553845477,396.9000000000001,302.9833333333333,285.52982227062705,419.86666666666673,223.23333333333332,187.53276368655335,296.75
45BG08PF,281.53333333333325,265.5468172216168,372.55,294.4666666666667,281.8535272753344,383.3166666666666,234.9,210.40786872004185,292.1166666666667
45ZYAREH,287.2666666666666,265.8916940317754,412.0166666666667,305.21666666666664,287.279822270627,434.8999999999999,215.78333333333333,181.0216350522008,299.6
462XNPPR,308.4,200.30021819525254,677.4,375.3333333333333,294.4976724481773,730.0333333333334,218.28333333333333,69.4589510754248,360.56666666666666
464X4LJP,290.5166666666667,250.9972729543162,464.04999999999995,317.8666666666666,287.22021015462906,489.4,219.45,161.022232655922,311.7333333333333
469WWLEH,310.68333333333334,201.29289701593308,762.8833333333334,379.75000000000006,293.2196805881975,866.0666666666666,218.6833333333333,78.19316519937871,369.58333333333326
46B8VBDT,287.0833333333333,262.2350423968453,442.65,305.93333333333334,284.4649616521345,481.3166666666667,221.13333333333335,186.48810725231044,302.6
46BR319Y,278.5166666666666,269.5834256424286,346.38333333333327,286.74999999999994,279.679822270627,355.73333333333335,241.89999999999995,229.29420253101958,285.51666666666665
46P89PTE,280.8,266.57203150988244,364.78333333333336,292.28333333333336,281.1535272753344,373.35,237.54999999999998,216.82813195067396,290.2
46TPVKEN,296.38333333333327,240.7919769045375,524.15,334.7999999999999,290.62460619338856,591.8166666666665,216.56666666666666,132.4226208247644,322.78333333333336
46VFKP3F,286.6,257.2448893384034,450.4833333333333,308.3333333333334,283.8281172560949,492.7166666666667,230.58333333333334,190.66562783216938,305.25000000000006
46VZ,294.8,305.2056164812749,660.6666666666669,314.74999999999994,286.5024913284315,746.8666666666668,235.23333333333338,241.26126458141778,346.4166666666666
474A4X05,302.4666666666667,215.44779926857495,548.8,356.93333333333334,294.24318352562085,573.3666666666667,216.95,86.02579216942394,337.94999999999993
47DGFAAJ,296.7333333333334,234.082904561191,571.7333333333333,338.03333333333336,288.40450513518454,635.0333333333334,222.5,137.92568765434433,331.0666666666666
47H9F62N,292.7333333333333,247.55529784994349,454.13333333333327,323.78333333333325,289.9650139608302,470.3666666666666,216.0666666666666,146.03875865689105,312.95
47W6DHJC,294.04999999999995,245.5796683493125,470.98333333333323,327.81666666666666,290.86409288870937,501.6333333333334,215.56666666666666,138.93756357820806,315.9666666666667
486GVBCD,301.25,230.32513199367543,627.5666666666667,348.56666666666666,290.1660604290662,718.3833333333334,218.18333333333334,124.47327257483737,340.00000000000006
486UUF4D,284.7333333333333,266.29953800428103,398.09999999999997,299.29999999999995,284.28686060866767,410.95,221.04999999999995,193.4201461203665,296.1333333333334
48EYUFJ4,275.46666666666675,269.71179144295513,325.90000000000003,282.79999999999995,278.1131556039603,333.5,254.4333333333333,245.06222864080195,282.96666666666664
48NE3N41,303.73333333333323,230.2678772224499,682.8166666666665,354.05,290.1283635692915,828.7499999999998,217.6833333333333,122.90524756401686,344.6499999999999
48X5Y,291.45,248.45270483754416,458.1166666666666,320.99999999999994,288.55446456008326,476.6333333333333,219.48333333333332,155.07425100596942,312.45
493AHEA8,294.3833333333333,241.88398137108183,474.4333333333334,329.75,290.42113122675,502.59999999999997,217.04999999999998,134.9115504147124,317.2833333333334
49B5ZDR2,316.8666666666667,184.6240604104048,915.8,400.1166666666667,293.63887311609733,1070.8,219.88333333333333,57.663168093499046,394.93333333333334
49D4EDYG,285.9,265.85253385950745,400.50000000000006,302.9,286.27982227062705,422.15,221.19999999999996,188.57163505220078,297.5
49EG90M3,303.6166666666667,222.4336274084733,688.7333333333335,356.59999999999997,289.2810220812007,801.2166666666666,221.3166666666667,118.99319488306485,349.61666666666673
49YTZ5Z4,289.51666666666665,255.24150526827344,429.73333333333335,313.9833333333333,287.83427061808226,446.95,218.38333333333335,165.22517610310555,305.7666666666667
4AGK770Z,279.7833333333333,270.1042914477552,358.25000000000006,288.46666666666664,280.57982227062706,368.3,234.61666666666665,220.86086919768624,287.2166666666667
4AP9GM2Z,283.46666666666664,268.46838667603674,385.56666666666666,296.5,284.02982227062705,401.49999999999994,224.3333333333333,201.44489753707137,293.1666666666667
4APZUGR2,307.86666666666656,210.41361886131773,750.1166666666668,370.26666666666665,291.0214099652027,863.8166666666667,220.06666666666663,98.2782593015975,363.34999999999997
4AYYAKWZ,301.93333333333334,227.10210238432003,597.4,351.8833333333333,292.6475272556847,679.6333333333333,216.28333333333336,108.20082386698726,338.18333333333334
4B0U03EB,277.18333333333334,278.49343915402903,352.75000000000006,282.23333333333335,278.73763759620937,358.34999999999997,252.44999999999996,247.3572213493155,287.5
4B1YV01D,293.1499999999999,250.69688244191707,493.51666666666665,323.5166666666666,288.7185493860096,542.9666666666666,216.99999999999997,155.8793245901796,315.4
4BAP6ERL,303.45,226.6539334649049,650.5166666666665,354.7,291.4055714868601,751.8333333333335,217.01666666666668,115.21260273401265,344.45000000000005
4BAX2G31,284.3,264.0996674146293,388.4166666666667,300.86666666666673,284.5631556039604,409.8,227.96666666666664,195.18206868050157,295.5
4BB6Z0VU,289.2166666666667,257.3165894215642,421.46666666666675,313.0333333333333,288.120193942001,448.81666666666666,219.16666666666666,166.51682137152045,303.73333333333335
4BJ1W8Z2,304.9,219.2945097143246,669.2333333333333,361.3666666666667,292.73613345398564,768.2166666666667,216.96666666666664,99.9398374157324,350.6333333333333
4BK6Y7VR,282.55,266.47283747289936,381.06666666666666,294.9,282.20352727533435,391.2333333333333,227.58333333333334,203.9651748287915,292.4333333333333
4BKN34GB,285.99999999999994,266.5350533427033,402.6333333333333,302.4166666666667,286.1464889372937,423.45,219.08333333333331,187.7129542158416,297.48333333333346
4BPHYB7J,280.93333333333334,267.8541536726618,363.98333333333335,292.1833333333333,281.74648893729375,377.76666666666665,235.0333333333333,215.04860708185555,289.28333333333336
4BRAVBYU,279.16666666666663,269.77759880349385,352.3833333333334,287.69999999999993,280.179822270627,362.16666666666663,238.24999999999994,224.9942025310195,286.3333333333333
4BU3CBM5,300.15000000000003,218.56140008881889,614.2833333333335,352.0833333333334,289.6291474246408,671.0166666666668,228.75000000000003,119.41218839769147,343.65
4BXZZV14,325.6333333333333,180.79624407153804,1085.3666666666666,419.8000000000001,293.2883716700123,1374.8999999999999,220.23333333333332,52.323053543581246,413.03333333333336
4C2YD3TH,287.34999999999997,263.3664755384548,410.75000000000006,306.3499999999999,286.86315560396037,435.95,217.4333333333333,177.8414445229126,299.6166666666667
4C616XF8,294.7333333333333,242.2540412133914,477.0666666666666,330.45,290.9377978934167,505.45,216.08333333333334,133.76652170628742,317.9166666666667
4CFUY1KU,276.26666666666665,269.40645008384996,331.50000000000006,283.9166666666667,278.47982227062704,339.74999999999994,251.39999999999995,240.94556197413527,283.83333333333337
4D622NWA,289.8333333333333,258.08841473924184,426.48333333333323,314.15,289.00352727533425,454.1499999999999,216.85,164.04343062133714,304.90000000000003
4D6F5KCG,286.4333333333334,264.6295482813546,429.4500000000001,303.6666666666667,284.8421172610073,460.8833333333333,219.63333333333333,188.324124596161,300.66666666666674
4D917H14,287.6333333333333,260.0508743801282,413.36666666666656,308.19999999999993,286.5535272753343,435.8833333333333,219.4333333333333,174.80373598432527,300.95
4DHL5TCP,286.31666666666666,263.60425386887744,420.9,303.84999999999997,285.1596445412541,442.8,219.3166666666667,185.43111423778353,300.40000000000003
4DPTUVZ7,318.6,189.14377722393877,906.1999999999999,401.3166666666666,293.9531835635586,1097.9666666666667,219.35,58.385087662012786,389.5499999999999
4EJ61L2C,294.6333333333334,243.3168376653367,545.4499999999999,329.46666666666664,287.73431119318354,604.7666666666667,218.9,150.56849865586028,324.2166666666666
4ER765J7,286.6166666666666,261.3713428650383,402.8833333333333,305.93333333333334,285.9131556039603,429.2166666666666,222.2166666666666,179.69955861853273,298.53333333333336
4ET3VY02,290.55,253.0207259722687,466.04999999999995,317.0833333333333,287.67021015462905,489.55,217.41666666666666,163.11411856030176,311.6666666666666
4F8LNY2K,289.8166666666666,256.86724392259396,439.7333333333333,314.26666666666665,288.1096445412541,472.5833333333333,216.74999999999997,164.18137076840893,306.1333333333334
4F95WY7X,295.53333333333336,241.8321474992356,546.4166666666666,332.2166666666666,288.67727285514286,614.5,218.55,144.33042121599536,324.70000000000005
4FBVLRNU,282.98333333333335,269.77177196455926,385.0166666666667,294.2833333333333,282.97982227062704,398.51666666666665,222.81666666666666,202.96955003404548,292.4500000000001
4FU0ZVUV,293.99999999999994,244.57003969213446,473.55,327.93333333333334,290.53779789341667,498.88333333333327,216.11666666666667,139.5417409440006,316.76666666666665
4G19G9J8,282.6333333333333,270.1717719645592,382.73333333333335,293.34999999999997,282.6798222706271,395.38333333333327,223.29999999999998,205.01086919768628,291.76666666666665
4G2RL68U,285.4,267.2433138449298,400.43333333333334,300.4,285.2464889372937,419.33333333333326,218.51666666666665,190.09062125154813,296.3
4G80N2WG,288.8833333333333,256.32050094708563,470.05,312.3,285.2351555941355,509.09999999999997,222.16666666666669,178.3747917740309,308.98333333333335
4G9T9A6R,298.7833333333333,232.37443616448803,565.3833333333332,342.8,291.26591514951156,617.8833333333333,216.54999999999998,123.2014612324117,332.7666666666667
4GA9CN7W,274.6,281.092762289221,319.70000000000005,274.9166666666667,276.7411486589156,319.7,257.7833333333333,258.3685352775522,280.81666666666666
4GHXF68C,298.00000000000006,232.44484821690867,523.1666666666667,341.04999999999995,291.76416955987816,561.2499999999999,216.81666666666663,118.77391296767391,327.4166666666667
4GP0WREF,278.95,309.24143264583745,403.7166666666667,276.74999999999994,280.77760272577865,413.1,239.61666666666662,270.7607401186706,297.6
4GRV3A5L,312.6,190.5639447451545,764.7333333333333,387.8,294.6091834961463,841.2166666666666,219.15,59.235904771241685,375.2333333333333
4GTMLDUE,306.6833333333333,217.41548933190168,728.1333333333332,364.9,290.44337753012167,857.5333333333333,219.70000000000002,107.66745065057947,356.46666666666664
4H6UC2YG,317.8833333333333,188.6241999257607,924.5499999999998,400.7166666666666,293.69949112523,1115.5333333333333,219.43333333333334,59.94407580244477,392.8666666666666
4H7G4RXD,281.65,270.0826117922912,374.08333333333337,291.7666666666666,282.0464889372937,386.0,227.28333333333327,210.4608691976862,290.18333333333334
4H9VPPWC,286.0833333333333,263.0592668576747,417.44999999999993,303.8833333333334,285.0929778745874,439.8833333333334,221.48333333333335,186.80646174080943,300.05000000000007
4HL4ATJ8,313.91666666666663,198.3684471915854,786.65,387.3666666666666,294.09443573195216,922.3666666666667,218.5333333333333,68.35664166145729,372.18333333333334
4HYKF068,298.8666666666667,235.25208905311894,538.2666666666668,342.13333333333327,292.13170498997005,607.8666666666666,215.81666666666663,119.18931683701308,327.16666666666663
4J7L4Y8X,314.4666666666666,196.37066966905218,878.2666666666667,390.56666666666666,292.70639233356104,1061.3333333333333,219.25000000000003,72.83843733299985,383.26666666666665
4J8HX54I,288.34999999999997,260.03961222290206,435.5166666666666,309.75,286.88334954596144,457.5,217.76666666666665,174.86202911870552,304.93333333333334
4JHN1XBR,287.66666666666674,254.35913452666207,464.5333333333334,310.81666666666666,284.12546680696875,498.21666666666664,226.78333333333336,183.01601201794097,308.30000000000007
4JR952MJ,290.8166666666666,254.8551816021242,448.24999999999994,317.38333333333327,288.9166828792947,478.43333333333334,216.5333333333333,159.15857610454665,308.98333333333335
4JVM9WML,283.48333333333335,269.16093213682717,387.16666666666674,295.71666666666664,283.629822270627,402.0333333333333,222.59999999999997,201.0695500340455,293.15000000000003
4JZNJZVZ,282.6333333333333,264.1261551057117,396.9666666666667,297.0833333333333,281.6754505943407,424.9333333333334,235.2166666666666,209.41915330458596,294.6666666666667
4K2HKN0K,297.51666666666665,234.28804237895568,547.4666666666666,339.43333333333334,290.809737425051,592.3499999999999,216.96666666666664,126.69986895740571,329.79999999999995
4KBPCMNW,302.16666666666663,226.35439409668712,650.1333333333333,352.34999999999997,290.4291555744858,744.6,218.33333333333334,118.31376556107274,344.5833333333333
4KMCR8NT,296.54999999999995,242.06220560701715,551.25,334.19999999999993,289.5606666470169,620.2166666666666,216.96666666666667,141.63539250757037,325.9166666666667
4KRWWP18,308.46666666666664,202.50815183478068,724.5333333333332,375.2999999999999,293.69139816910837,805.8499999999999,218.26666666666662,76.78099863037434,365.31666666666655
4LC2AW2Z,273.74999999999994,272.661290310763,316.15000000000003,278.19999999999993,276.6964889372937,320.33333333333337,260.7666666666666,254.99896058192445,281.43333333333334
4LF63ATG,277.5833333333333,269.1985944041646,339.8,286.19999999999993,279.34648893729366,349.4833333333333,248.53333333333327,235.1875761438278,285.7333333333334
4LPXB23R,289.68333333333334,258.74057211157907,471.08333333333337,313.04999999999995,286.58774558472095,520.9833333333333,217.93333333333334,174.60706120003485,308.31666666666666
4M21YVVK,291.55,250.98481331342984,470.85,320.1833333333333,288.570210154629,497.68333333333334,217.15,157.26852311113777,313.31666666666666
4M3N3TW1,281.08333333333326,269.41757282589936,368.2333333333334,291.48333333333335,281.86315560396037,380.5,231.2666666666666,213.96955003404543,289.4833333333334
4M5JUCT8,285.84999999999997,263.8265015160494,399.28333333333336,303.3,285.5464889372937,422.43333333333334,221.89999999999998,185.4247778562459,297.21666666666664
4M8E1EGF,327.56666666666666,168.83827971465098,1118.5666666666666,428.65,294.0304203226338,1385.9333333333336,221.13333333333333,36.009011858163724,423.4
4MEF6MVP,295.45,242.21154429796982,515.0833333333334,332.23333333333323,290.39917181167607,563.9666666666667,216.55,136.98561631970938,322.41666666666663
4MK3V5ZU,287.4,258.2784673838488,439.66666666666663,308.63333333333327,285.28946681188114,466.66666666666663,222.2833333333333,179.60066427182898,304.75000000000006
4MMA1Y1U,291.56666666666666,252.49678912457773,438.98333333333335,319.78333333333336,289.66056561337496,467.6333333333333,215.98333333333335,151.29716951170334,308.53333333333336
4MPM83XL,289.46666666666664,259.6000684171113,425.9333333333333,312.3333333333333,288.68686060866764,451.3166666666666,215.23333333333332,167.16669310620773,303.9
4N77M6YN,314.83333333333326,194.13333885446394,837.3666666666666,391.7166666666666,293.9530382840039,986.5666666666664,218.91666666666666,64.60284269128634,380.63333333333327
4NBKWH5N,286.95,255.39730549474217,466.18333333333334,309.81666666666666,283.45793952672193,508.8500000000001,232.45,192.1639936678935,308.0666666666667
4NC05L4V,285.0666666666666,265.2074011860909,394.48333333333335,301.1333333333333,284.97982227062704,415.31666666666666,223.38333333333333,191.1537066387433,295.9666666666667
4NKVRBAJ,306.29999999999995,220.36779960102157,685.7,363.5166666666666,292.5774948058663,811.4166666666665,216.91666666666666,100.8407952313548,350.69999999999993
4NNE3HU8,307.48333333333335,205.27072942575825,717.6833333333333,371.6833333333333,292.67479196098253,794.6333333333334,218.71666666666667,85.35055157046074,362.93333333333334
4NPWH7C3,287.40000000000003,261.85305638521726,408.9166666666667,307.3833333333333,286.9464889372937,435.81666666666666,219.69999999999996,177.20383490405598,299.75
4NV8ABYR,316.23333333333335,193.6507646616837,898.0999999999999,394.79999999999995,292.7197293131438,1083.3333333333333,219.66666666666669,70.01955447682427,386.91666666666663
4NY4LM1D,279.2333333333333,269.70699268148445,356.3,288.4166666666667,280.3798222706271,366.75000000000006,237.46666666666664,222.88689642226996,287.75000000000006
4P23TARH,330.78333333333336,166.549689827942,1160.5166666666664,435.66666666666663,294.12542986693035,1451.8833333333332,221.36666666666665,32.92256843927163,428.99999999999994
4P3K4E3R,288.5333333333333,260.20248839350927,433.1333333333333,310.25,287.2429778745874,461.3499999999999,217.48333333333338,172.8948946310305,304.20000000000005
4P46R5XT,302.3666666666666,222.4767097846445,624.6333333333332,353.93333333333334,291.6984645404337,691.4333333333334,217.33333333333337,110.01472105432748,343.66666666666663
4P5P4UP1,287.0333333333333,257.8318742463855,422.15,308.30000000000007,285.53334954596147,444.7333333333334,225.04999999999998,180.7811435833655,302.5666666666667
4P9B9PGN,294.1000000000001,241.08219088663606,491.9,329.2333333333333,289.5079918354176,512.7166666666666,218.1,140.6016879505917,320.1166666666667
4PBLR1XV,302.5833333333333,219.7480221965244,617.1333333333333,355.63333333333327,291.9993251540137,676.4999999999999,217.9333333333333,103.2768102528377,344.19999999999993
4PKFHBXH,286.3666666666666,266.0383008561325,405.6333333333333,303.1333333333333,286.27982227062705,427.1000000000001,217.69999999999996,185.19131625759985,297.9166666666667
4PR3H6ZL,304.53333333333336,224.91135240487134,654.3333333333333,357.6666666666667,291.9722986120675,758.4333333333334,216.98333333333335,109.85902145454112,345.85
4PYRUPX6,277.93333333333334,269.3920951722513,341.9333333333334,286.19999999999993,279.39648893729367,351.11666666666673,244.96666666666664,232.76086919768622,285.15
4PZ5WRHB,313.1833333333333,195.03915888538123,811.1833333333333,388.09999999999997,293.96432738124946,943.2,218.81666666666666,65.79087838518443,377.4333333333333
4R7NANWE,298.3166666666667,231.34719265047605,557.9833333333335,342.3,290.4922101448043,616.8333333333334,218.60000000000005,122.05042667066432,331.06666666666666
4RE6L62Z,290.65,251.33577862555435,451.7499999999999,318.0166666666667,287.8974262220427,472.50000000000006,218.84999999999997,159.09101659236683,310.3333333333333
4RFZF7PZ,302.3833333333333,221.18215569310138,629.7833333333332,354.69999999999993,291.73877575326685,692.15,217.54999999999995,108.09991222077271,345.4166666666666
4RW0XZTG,290.06666666666666,254.91982561280943,434.11666666666673,315.2333333333333,288.28427061808225,452.2666666666666,216.91666666666663,161.98385693946474,306.80000000000007
4RX5LRX2,307.75,209.51254890967002,723.4166666666667,370.7166666666667,292.8336201345691,813.2166666666666,217.9333333333333,90.42895093474488,362.33333333333337
4T1NP49C,302.7,221.74839804188983,681.95,355.5833333333333,289.9983679858252,784.6499999999999,220.16666666666669,116.48779414354395,349.7
4T5TKK4J,294.3333333333333,246.77008243773008,523.6166666666666,328.1166666666667,289.63862241092914,571.5166666666665,216.06666666666663,148.80557548359926,322.26666666666665
4TK6P8E5,317.4166666666667,181.433025609079,901.8166666666665,402.1166666666667,294.19775359837973,1033.0666666666666,220.06666666666666,51.881324742536606,395.5999999999999
4TL31WGV,316.4,186.6552690977771,847.5333333333333,397.34999999999997,294.43211270828726,970.4499999999998,219.55,55.30629384994088,386.16666666666663
4TMZ755N,286.4166666666667,266.30172000937,406.4333333333334,303.2666666666666,286.2964889372937,427.84999999999997,217.6833333333333,184.5136492218933,298.3666666666667
4TR6CE01,299.73333333333335,230.27298150021454,544.0666666666666,345.74999999999994,292.7036806176721,590.8333333333333,216.03333333333333,112.45651904333259,331.4833333333333
4UCBM11Y,288.9,261.780954400259,436.7,310.4,288.05964454125416,463.99999999999994,215.35,173.65344720207696,304.7333333333334
4UHNX2WX,286.4,264.96824101382293,405.45,303.6333333333333,285.9964889372937,427.9166666666667,218.45000000000002,183.3123874751025,298.1666666666667
4UJ4B7YT,310.51666666666665,209.10303422581495,810.3333333333331,377.09999999999997,291.7169255216799,981.3166666666665,218.73333333333332,92.17759596349543,369.5833333333333
4UL7Y7JT,291.9166666666667,248.75634730668003,471.6833333333333,321.88333333333327,288.5368768212957,501.04999999999995,218.21666666666667,153.25997054009125,314.0166666666666
4UMAF27X,305.1,211.3939533309127,641.1666666666666,364.41666666666663,293.63704637626154,693.6666666666666,217.50000000000003,87.03287479732414,351.78333333333336
4UPKY2PA,289.65,259.08963723197974,423.35,313.2333333333333,288.779822270627,455.70000000000005,215.86666666666665,163.55094863063624,303.6166666666667
4UVUKCDA,296.29999999999995,237.0748444307626,520.7666666666667,335.69999999999993,290.9544807727114,546.75,216.36666666666665,130.61381889506873,326.34999999999997
4UZ5M3N6,292.6166666666666,251.3692826301791,444.88333333333327,322.59999999999997,290.7938989467083,476.09999999999997,214.81666666666666,146.37251701472923,310.28333333333336
4UZ9DDJH,285.73333333333335,257.1809890584725,431.26666666666665,307.3666666666667,284.0719395316344,468.65,234.13333333333333,193.23071750832398,303.1000000000001
4V5RG3KP,289.9833333333333,253.90559260943445,432.33333333333326,315.53333333333325,288.0509372847489,451.3666666666666,218.2333333333333,161.37958065394147,306.6333333333333
4V78W98J,297.16666666666663,233.55969061100794,491.04999999999995,338.90000000000003,292.11150289812394,524.2666666666667,216.48333333333335,116.33937506131359,322.4166666666667
4VA6Z7NV,294.49999999999994,245.3920110483518,505.1333333333333,328.6166666666666,289.57552726550944,555.3999999999999,216.76666666666668,144.5960206024282,319.08333333333326
4VK7GGEN,281.79999999999995,268.4800324667857,372.86666666666673,292.95,281.99648893729375,386.55000000000007,229.7666666666666,209.29860708185555,290.6333333333334
4W2U0GZN,285.5166666666667,267.56757282589933,401.11666666666673,300.6333333333333,285.479822270627,420.03333333333325,218.5,190.14559254312317,296.70000000000005
4WA9A9A5,286.98333333333335,262.8343533756754,411.8166666666666,305.5,286.1868606086677,430.74999999999994,218.08333333333331,180.1202743856792,299.90000000000003
4WB9H8LL,282.15000000000003,269.73843863122585,377.78333333333336,292.8666666666667,282.36315560396037,390.5166666666666,226.23333333333332,207.7028833673788,291.1
4WKD8ANP,326.06666666666666,173.76625400454196,1078.5333333333333,423.4833333333333,294.03744244804636,1342.4999999999998,220.66666666666669,40.53683498736483,415.9333333333333
4WLLVCRR,302.8666666666667,225.2648780030189,639.5333333333332,354.6166666666666,291.9326061786513,737.9166666666667,216.89999999999998,109.87780539098598,343.75
4X19HRWY,288.7166666666666,261.62053690202134,418.84999999999997,309.96666666666664,288.2131556039604,447.43333333333334,215.41666666666663,170.84515406769674,301.68333333333334
4X3B9V7E,276.1333333333334,275.1392440124515,330.2500000000001,280.5666666666667,278.102152131438,334.9833333333333,252.29999999999998,246.34004209839821,283.05000000000007
