,gen-guesses_SSRT-vanilla,gen-guesses_SSRT-w_guesses,gen-guesses_SSRT-w_graded,gen-graded_mu_go_log_SSRT-vanilla,gen-graded_mu_go_log_SSRT-w_guesses,gen-graded_mu_go_log_SSRT-w_graded,gen-standard_SSRT-vanilla,gen-standard_SSRT-w_guesses,gen-standard_SSRT-w_graded
TFV0Y41D,271.3999999999999,263.28764327629966,256.28333333333336,229.33333333333337,221.80157673964376,261.8166666666666,263.7,255.92939088834808,
TG5EU6W7,273.9,262.0845908478799,197.8,208.31666666666666,198.36676636918457,202.15,262.26666666666665,251.08212841947451,124.35000000000001
TGBMDN8N,276.01666666666665,262.53764327629966,168.00000000000003,205.19999999999996,193.59758461537808,207.15000000000003,262.5,249.74081302781175,
TGZMNV19,302.5333333333333,271.7704242754201,641.2166666666666,199.11666666666667,163.4731817960252,1070.7333333333333,274.45,244.93516070741202,
TH0VHX42,303.95,272.0301596441736,649.9666666666667,198.93333333333334,162.62698222050219,1101.5000000000002,274.8666666666667,244.20040709961646,
TH1YJVJ1,287.34999999999997,265.15391457536555,408.9833333333333,199.71666666666664,180.2023652619297,543.3666666666667,265.98333333333323,244.99058219596688,
TH3T33V5,272.85,263.3688926540128,259.04999999999995,223.64999999999995,214.86318219447074,290.0,263.96666666666664,254.86589262241213,
TH6DHG5Y,271.25,261.6281969492933,127.38333333333334,210.0,201.78061223883788,115.11666666666667,261.50000000000006,252.35699265347145,101.76666666666667
TH87BND9,272.1000000000001,261.74486361595996,138.29999999999998,210.31666666666666,201.56809429350622,144.28333333333333,261.81666666666666,251.99032598680483,99.53333333333335
THCGU,287.54999999999995,265.834337512005,391.85,202.64999999999998,182.31480027999962,561.95,266.98333333333335,246.29478114690923,
THD6LXFP,281.85,263.9732025969791,290.68333333333334,202.26666666666668,186.26979159673795,374.8,264.4166666666667,247.5567056502239,
THEX3U3X,279.3833333333334,263.62320259697907,228.53333333333336,205.48333333333335,191.10257502596284,313.96666666666664,264.05,249.11987606435358,
THF11PAH,285.3333333333333,262.25944632700634,272.11666666666656,251.91666666666663,228.8503852435658,272.3,260.2,237.79403774834267,
THGB9701,270.7166666666667,261.49486361595996,146.86666666666665,211.9,203.93199514594954,141.54999999999998,261.8166666666667,252.99032598680478,118.66666666666666
THHL55VX,273.59999999999997,264.4950056476858,259.98333333333335,230.45000000000002,221.4569685669319,308.15,265.1333333333334,256.37512059155654,
THW9XF3F,270.3833333333333,262.4281969492933,166.99999999999997,221.5,214.76924106985638,163.35,262.45000000000005,254.85201980667205,133.43333333333334
THX3BFMR,274.49999999999994,262.1230605652533,211.11666666666667,207.86666666666665,197.5127111524647,218.25,262.3666666666667,250.66048890600845,121.76666666666668
THXM3AU1,303.61666666666673,272.8045790715317,691.6666666666666,199.06666666666666,160.99668086783325,1221.0500000000004,275.6333333333334,245.9008903682604,
TJ3UDA2V,280.29999999999995,263.1807119783865,245.95,201.91666666666666,187.85955011944083,314.6166666666667,263.3333333333333,247.18092350561565,111.73333333333332
TJJXH8K7,271.78333333333336,263.20430994296635,221.10000000000002,225.2,217.38099748240364,230.86666666666667,263.51666666666665,255.33436373514743,
TJWRH4A3,269.4,261.49486361595996,167.01666666666668,215.91666666666669,208.9806122388379,144.1,261.79999999999995,254.19032598680474,145.71666666666667
TJZ4N3G9,277.93333333333334,262.7076514131332,203.60000000000002,203.2,190.7117619850509,253.18333333333334,262.65000000000003,248.30054321240968,91.61666666666667
TKENUL3C,273.7833333333333,262.26918169575987,222.7,211.76666666666668,202.01678067675147,250.51666666666668,262.78333333333336,251.77715557267513,150.68333333333334
TKF4EW4A,275.2166666666667,262.23459084788,203.3,207.4333333333333,196.62344477398136,233.54999999999998,262.5,250.17715557267513,112.01666666666668
TKKV0L4H,266.44999999999993,261.9615302826266,210.70000000000005,231.08333333333334,226.9458959983929,186.91666666666666,262.7333333333333,258.2236593201381,200.09999999999997
TKLRCCP0,299.6833333333333,270.55487309157417,613.3333333333333,198.9,166.15596833006444,1014.2666666666667,272.8666666666666,244.92523018825975,
TKXWJF97,277.25,263.04708960330606,246.83333333333334,206.1333333333333,193.50370316148621,285.6333333333333,263.20000000000005,249.7676407486806,
TL0JKXBF,283.58333333333337,264.4193237274857,327.11666666666673,201.8166666666667,184.76405616052432,435.96666666666675,264.9333333333334,246.80845377649237,
TL3FVU14,270.65,261.52819694929326,172.5666666666667,212.33333333333331,204.41159919007887,152.0666666666667,261.9,253.20201980667204,136.56666666666666
TL570LHZ,281.84999999999997,263.791953219266,292.2,201.7833333333333,186.05184763555297,360.83333333333326,264.2,247.20998654215742,
TL901BED,274.84999999999997,262.1563938985866,171.7,205.98333333333332,195.43821930465106,183.7,262.08333333333337,250.13710126627387,94.98333333333333
TLBZ1JAC,312.8,277.19274979056706,879.5833333333333,197.71666666666667,148.73059832452446,1661.1499999999999,281.0833333333333,246.4485551381265,
TLEM4F9A,282.5833333333333,264.5638983016986,286.7,202.9333333333333,185.90139221613134,402.5833333333333,265.0333333333333,247.95041554676033,
TLFCPMY2,268.55,261.37819694929334,177.06666666666663,217.00000000000003,210.56256266505954,141.4,261.71666666666664,254.75699265347146,161.48333333333335
TLPXTJW8,288.5666666666667,266.85585152096456,404.51666666666665,213.53333333333327,191.89872699792554,564.6999999999998,267.75,247.10597275132307,
TM2HD1WE,298.2833333333333,270.005988574395,560.0,199.86666666666665,168.73110541348927,912.9499999999999,272.19999999999993,245.11747311233603,
TM4Y5UD,269.41666666666663,261.92819694929335,187.1833333333333,220.98333333333332,214.51924106985638,171.36666666666665,262.3333333333333,255.1353531400054,155.76666666666665
TMFT5TJF,274.15000000000003,263.56889265401276,247.9666666666667,220.5,210.83887364802652,285.65000000000003,263.83333333333337,253.7658926224121,
TMRGF3F4,275.3833333333333,262.30125751454653,140.83333333333331,205.31666666666666,194.40294505043346,168.4,262.1333333333333,249.79234579347684,86.31666666666666
TMTWB0ZX,273.91666666666663,262.1512575145466,199.75,208.5666666666667,198.66676636918456,198.63333333333335,262.15000000000003,251.01546175280785,126.2666666666667
TMX63F51,267.46666666666664,263.5115302826266,187.14999999999995,240.21666666666664,236.904920785282,178.3833333333333,263.51666666666665,259.67365932013814,173.66666666666669
TN9RVYB1,310.9666666666667,275.99192832778886,819.4,198.13333333333333,152.109182799747,1502.133333333333,279.6666666666667,245.7875266436739,
TNAZAW46,268.0833333333333,261.81153028262656,184.01666666666662,223.7166666666666,218.1882541186153,160.4333333333333,262.25,256.15699265347143,167.81666666666666
TNE22YA5,277.3333333333333,262.41792418121327,148.76666666666668,202.43333333333334,190.24407686061357,208.8166666666667,262.3833333333334,248.35376793294054,56.68333333333332
TNKV2H46,294.2333333333333,267.5750332167244,492.44999999999993,199.51666666666668,174.07497859799736,698.7166666666667,269.21666666666664,243.90678764413624,
TNLV6R3B,284.98333333333335,264.3696127692328,337.96666666666664,200.43333333333334,183.01460762079375,456.1333333333333,265.0,245.5100427135602,
TNV6ZUPK,304.5333333333334,272.95070020203826,700.0500000000001,198.41666666666666,159.83632386955318,1269.0666666666668,275.85,245.30034700745327,
TP3NTJB0,293.59999999999997,267.69572078461033,493.0833333333333,199.51666666666665,173.81140409458766,746.3166666666666,269.3,244.61749776018735,
TP6W072A,267.2833333333333,262.6281969492934,190.9,232.98333333333335,228.91256266505957,166.64999999999998,262.8833333333333,258.34032598680477,179.2
TPCLKWJ5,302.01666666666665,270.87725422577506,596.4333333333333,199.23333333333332,165.76396019989704,970.6833333333333,273.48333333333335,243.66888768575654,
TPXZDTAT,274.1666666666667,262.5240290380528,178.68333333333334,209.2,198.58168601434443,203.5833333333334,262.59999999999997,251.56414449614363,
TRFMWCAR,268.7,263.50944632700634,225.65,236.58333333333331,231.60038524356574,223.06666666666663,263.69999999999993,258.67737108167603,
TRG5GX9T,305.9333333333333,273.1287551196057,705.5333333333333,198.76666666666668,159.74139328020433,1192.6666666666667,276.2,244.68104959982125,
TRGFZFT8,286.5333333333333,265.5066779620383,346.31666666666666,201.01666666666668,180.9934349400006,489.2833333333333,266.3833333333334,246.48975212870715,
TRNDDNH4,268.6666666666667,261.72819694929325,178.91666666666669,220.8666666666667,214.7306122388379,160.76666666666668,262.25,255.52365932013814,159.51666666666665
TRXN38W0,287.8,265.3072560455325,350.0,200.33333333333331,180.58673938369273,492.0333333333333,266.28333333333336,244.98150786337897,
TT0WEJUX,280.99999999999994,263.55890892767974,268.9,203.15,188.520108771162,319.01666666666665,263.8666666666667,247.42676570002698,163.29999999999998
TT3RTWGF,277.34999999999997,262.82097660963296,213.36666666666667,204.09999999999997,191.69542153465522,238.8,262.66666666666663,248.99256115408028,
TT9JRJDR,273.68333333333334,262.38250689225964,206.81666666666666,212.2,202.05466848138298,232.96666666666664,262.9833333333333,252.14605755501475,
TTB355AR,282.85,264.51084587327875,297.48333333333335,203.09999999999997,186.1226658485424,402.86666666666673,265.09999999999997,247.73232860563138,
TTFEB4VE,275.3833333333333,262.797089603306,201.95000000000005,209.35000000000002,197.71938211918717,241.06666666666666,263.35,251.376381676818,
TTNVZVLW,274.2,261.94486361596,139.35000000000002,206.23333333333332,196.0529938353207,161.88333333333335,261.95000000000005,250.380380293206,76.66666666666666
TTV73ARA,286.06666666666666,264.82780158169254,379.7666666666667,200.46666666666667,182.0147424260312,481.3833333333333,265.5,245.43741379523615,
TTVYX9U5,272.78333333333336,262.32819694929333,126.38333333333334,213.25,204.61298209719055,146.36666666666667,262.15,252.25201980667202,81.23333333333333
TTWDRHK8,275.6166666666667,262.21153028262665,154.6,204.1,193.07886859024603,171.78333333333333,261.9333333333333,249.35376793294054,71.88333333333333
TTY8HRTG,283.5166666666666,264.1798855373127,293.46666666666664,201.8833333333333,185.29095306305254,390.13333333333327,264.7833333333333,246.49217128143206,
TU1DE4PM,272.9166666666667,263.3637562699727,262.9833333333334,222.98333333333338,213.96515386415996,289.26666666666665,264.0833333333333,254.9161643028157,
TU4MAPYT,290.61666666666656,266.0230962711254,467.23333333333323,199.23333333333326,177.570188947354,634.6333333333332,267.13333333333327,243.78292798944372,
TUH09WJW,273.41666666666663,261.9115302826266,159.53333333333336,207.66666666666666,198.02983206522669,161.66666666666669,261.8833333333333,251.00874077973998,97.78333333333333
TV4KFLNU,286.4166666666667,266.37043423201095,400.24999999999994,208.9333333333333,188.78463266762262,586.7666666666667,267.59999999999997,248.45657798457458,
TV8G8UHT,281.71666666666664,264.202657060819,317.4,205.29999999999998,189.47915661870985,418.2666666666666,264.8666666666666,248.21839947009116,
TVGCT5T2,274.4333333333333,262.35125751454655,158.05000000000004,209.45000000000002,199.3196117171002,184.90000000000003,262.45,251.0090124601435,105.85
TVHVBTRE,266.9833333333333,261.89486361595993,201.75,228.50000000000006,223.8958959983929,177.34999999999997,262.51666666666665,257.47365932013815,189.83333333333337
TVZVDPG7,274.1166666666666,261.9781969492933,164.6,207.08333333333334,196.96593121278337,177.38333333333335,262.04999999999995,250.5920741130733,93.85000000000001
TW72EVWM,310.9666666666667,275.99192832778886,819.4,198.13333333333333,152.109182799747,1502.133333333333,279.6666666666667,245.7875266436739,
TWB035Y1,272.7833333333333,261.8115302826267,119.1,207.3833333333333,198.18590773652303,122.98333333333333,261.54999999999995,251.16868647333868,79.28333333333332
TWRJGVKX,271.76666666666665,262.01153028262655,184.88333333333333,213.65,205.39511582478167,168.46666666666667,262.0333333333333,252.7754074464066,131.0
TX4K8UGF,267.68333333333334,263.61153028262663,185.88333333333333,240.75000000000006,237.2458959983929,176.65000000000003,263.56666666666666,259.6403259868048,174.2
TX64M9AF,271.5833333333333,261.6948636159599,121.38333333333334,209.08333333333331,200.68061223883785,106.50000000000001,261.4,252.04032598680476,95.13333333333334
TXB709BK,276.2333333333333,262.3897272319199,184.48333333333335,204.08333333333331,192.707598956149,202.04999999999998,262.1166666666667,249.08884939254236,85.93333333333332
TXDDBHFX,269.75,262.11153028262663,167.78333333333333,220.7166666666667,214.11532847928288,162.61666666666665,262.4166666666667,255.09032598680483,142.34999999999997
TXGL96R1,278.69999999999993,262.7679241812133,207.26666666666665,202.06666666666663,188.99861888898778,250.15,262.76666666666665,247.79584204601386,90.23333333333332
TXP1FUP8,268.23333333333335,262.0448636159599,177.4333333333333,224.96666666666664,219.5215874519487,160.04999999999998,262.4,256.35699265347137,160.89999999999998
TXT5J9FD,282.91666666666663,264.19626316223236,297.91666666666663,201.54999999999998,184.88614664345562,402.06666666666666,264.6666666666667,246.9850661367578,
TY4J79EA,289.5666666666666,266.81835027639073,411.4999999999999,202.3833333333333,179.4553507746049,610.2333333333333,268.2333333333333,246.5558602601201,
TY6Z9MRD,306.91666666666663,273.44542178627245,709.7166666666667,198.88333333333333,159.09121831040883,1190.0833333333335,276.65,244.52689179423257,
TY79VFHF,287.28333333333336,266.0258596577981,366.3333333333333,204.15,183.50977195063606,536.6833333333332,267.4166666666667,247.13559432311848,
TY7NL56R,304.6166666666666,272.8818075480255,679.4166666666666,198.91666666666663,160.56802776918857,1184.8,275.81666666666666,245.2585388737418,
TY9UFVZW,281.5,263.60890892767986,323.41666666666663,203.35,188.44313817817175,372.4000000000001,264.08333333333337,247.18993596575916,176.58333333333334
TYMED11H,286.23333333333335,264.56142395677296,346.9666666666667,199.96666666666664,181.9239520704508,460.16666666666663,265.3,244.82556078616815,189.73333333333332
TYTK28UK,276.84999999999997,262.720976609633,234.5,205.49999999999997,193.3468044417669,255.99999999999994,262.9,249.59256115408027,
TYZ21CK1,285.95,264.62780158169255,400.40000000000003,199.66666666666669,181.4241254840853,513.3166666666666,265.26666666666665,245.13162590722604,
TZ0RTCNR,273.06666666666666,262.0512575145466,136.5,209.28333333333336,199.79514657358672,145.1,262.1166666666667,251.61425698734647,119.95
TZ42813G,283.2166666666666,263.876833108893,320.95000000000005,201.11666666666667,185.1852477708994,409.0,264.26666666666665,245.9846914385562,154.36666666666665
TZ6EYWUJ,274.8666666666666,262.09486361596,176.56666666666663,205.83333333333334,195.2378933771352,185.08333333333334,262.1166666666666,250.12043459960722,94.11666666666667
TZJ1K01G,284.0666666666666,264.2414158199394,302.94999999999993,201.11666666666662,184.23728686630267,412.9666666666666,264.79999999999995,246.03692675422917,
TZM2XE2H,268.33333333333337,261.62819694929334,181.2,220.90000000000003,214.97158745194875,153.21666666666664,262.1,255.62365932013813,164.55000000000004
TZR5RRWU,302.01666666666665,271.19668427911444,618.35,199.14999999999998,164.87468826693865,1001.4833333333333,273.8,244.30380048275285,
TZUEJ54R,275.54999999999995,262.26153028262667,185.1,204.78333333333333,193.82766898450384,188.50000000000003,262.01666666666665,249.54382223934178,91.23333333333333
TZUFYJ76,272.5666666666666,262.3127877971732,182.93333333333337,214.78333333333336,205.89450902612188,191.76666666666665,262.6666666666667,252.8426174738804,157.8
U05PVKML,269.46666666666664,261.52306056525333,186.91666666666669,214.63333333333333,207.56054221048305,144.4,261.75000000000006,254.13535314000538,163.5333333333333
U05WUH4L,271.7833333333333,262.020976609633,185.73333333333332,213.41666666666663,204.54072290921172,196.89999999999998,262.5166666666666,253.1223982348766,
U0AFNB1U,294.31666666666666,268.2300225907432,484.0166666666666,200.05,173.2143945569934,756.2,269.9666666666667,245.0831188505934,
U0XRA,273.5833333333333,262.00639389858657,140.79999999999998,207.1833333333333,197.50193685572486,147.5,261.7333333333333,250.79704695987263,89.29999999999998
U100FWU2,269.4333333333334,262.1615302826266,165.48333333333332,222.83333333333334,216.59866181261623,164.08333333333331,262.4666666666667,255.4403259868048,140.51666666666665
U102M8W0,282.1833333333333,264.05474101643927,292.2,203.13333333333333,187.1665876889023,383.1666666666667,264.6333333333333,247.47692488922766,
U103BUTM,283.84999999999997,264.03836339151974,315.25,200.95,184.55526901436698,414.3833333333333,264.5166666666667,245.76829645229313,160.55
U11NYL5H,268.46666666666664,261.3115302826266,176.61666666666665,217.06666666666666,210.62922933172624,146.93333333333334,261.8333333333333,254.87365932013813,161.13333333333333
U14W,283.05,263.7537725436398,315.0333333333333,200.63333333333333,184.77165853840503,392.13333333333327,264.1333333333333,245.95633095202228,146.03333333333336
U15L4UHW,307.01666666666665,273.49028540223236,700.4499999999999,198.91666666666669,159.04803934135202,1188.4333333333334,276.70000000000005,244.4985313076986,
U1MFZFX8,284.68333333333334,264.46113491502587,315.2,200.73333333333335,183.1678422774345,438.04999999999995,265.09999999999997,245.9620063488295,
U1T94DML,268.68333333333334,261.6115302826266,211.95000000000005,220.50000000000003,214.20510408665155,184.18333333333334,262.26666666666665,255.380380293206,179.01666666666662
U1THG28C,285.71666666666664,260.44486361596,248.08333333333334,254.50000000000003,228.89589599839294,233.01666666666662,259.45000000000005,234.3903259868048,220.94999999999996
U21V8XDT,292.45,267.35807750831066,449.5333333333333,199.99999999999997,175.19549702921728,670.2333333333333,268.8833333333333,245.03624055332617,
U2HD8LW9,269.7166666666667,261.4115302826267,175.21666666666667,214.54999999999998,207.23452482941138,157.88333333333335,261.9,253.86868647333876,146.25
U2M2M32T,287.01666666666665,265.21418734344564,354.4333333333333,200.36666666666665,180.83085541218512,469.0166666666666,266.0833333333333,245.51156030477867,
U2UT8NAW,273.1833333333333,261.90639389858654,147.54999999999998,208.08333333333331,198.60193685572483,157.39999999999998,261.88333333333327,251.19704695987267,96.89999999999998
U316NYRT,291.19999999999993,267.2859854158569,421.31666666666666,200.34999999999997,175.8473283391941,658.3666666666666,268.7,245.9273872823834,
U325J0ED,267.09999999999997,261.99486361596,196.74999999999997,228.3,223.6958959983929,167.04999999999998,262.5333333333333,257.50699265347146,185.01666666666665
U38RU1KR,304.59999999999997,272.65264212593274,683.5500000000001,198.84999999999997,160.99421998729312,1149.15,275.5666666666667,244.89400450495,
U390V94C,295.49999999999994,268.08447954373077,492.5999999999999,199.60000000000002,172.95833057215748,718.35,269.8833333333333,243.82071677967645,
U3A66CY9,284.8666666666667,264.89543672115866,354.90000000000003,201.98333333333332,183.77025424032468,481.50000000000006,265.6166666666666,246.67883220469693,
U3J6ZW8Z,309.2166666666667,274.89415929343033,773.7166666666666,198.45,155.10765215703876,1368.6333333333332,278.3666666666667,245.2513060634182,
U3M4BG5Y,268.8166666666666,261.39486361595993,198.86666666666665,218.48333333333335,211.8602162829672,180.75,262.1333333333333,254.88535314000535,170.03333333333327
U3XLKGUY,299.1333333333333,269.754051628796,572.8666666666667,199.29999999999998,168.56398187962085,860.5166666666667,271.95,243.95507104141916,
U3ZRYH6G,276.5,262.3448636159599,188.51666666666662,203.60000000000002,191.99963114885568,207.33333333333331,262.20000000000005,248.90551605920902,81.76666666666668
U43XT2KJ,273.06666666666666,261.94486361596,150.48333333333332,207.51666666666665,198.18356135443068,133.86666666666667,261.58333333333326,251.130380293206,98.63333333333334
U46YJV27,275.56666666666666,262.25639389858657,179.18333333333334,206.15,195.17684813566956,209.13333333333333,262.3333333333333,249.78212841947445,89.96666666666668
U4B58TJY,269.3833333333333,262.0397272319199,195.18333333333328,222.7333333333333,216.37094990448384,192.0,262.56666666666666,255.46868647333872,165.7333333333333
U4LJD50G,266.96666666666664,262.32819694929333,212.39999999999992,232.53333333333336,228.29589599839292,188.3833333333333,262.78333333333336,258.22365932013815,200.9833333333333
U4YFGDAX,275.84999999999997,262.3063938985866,145.91666666666666,204.4666666666666,193.23084025993532,174.56666666666666,262.16666666666663,249.40403961334414,79.5
U575WJ15,309.2166666666667,274.89415929343033,773.7166666666666,198.45,155.10765215703876,1368.6333333333332,278.3666666666667,245.2513060634182,
U5990AMT,272.2666666666666,262.0615302826266,178.35000000000002,212.80000000000004,204.22080727833753,170.01666666666668,262.05,252.37540744640663,121.31666666666668
U5DCN232,289.54999999999995,266.22891208621786,427.71666666666664,199.71666666666667,177.6032806416415,628.8666666666667,267.3666666666666,245.2060907951701,
U5DHD2B7,268.2833333333333,261.4615302826266,177.18333333333334,219.23333333333335,213.11256266505956,151.39999999999998,262.0333333333333,255.39032598680478,162.23333333333335
U5GEZR43,275.71666666666664,262.24486361595996,174.9,204.41666666666666,193.32513930104204,186.21666666666667,262.05,249.41546175280786,83.65000000000002
U5J9959A,271.8833333333333,261.8563938985866,168.8166666666667,212.51666666666662,203.8688663574533,170.16666666666666,262.16666666666663,252.5639853069429,136.01666666666665
U5KBVWZD,272.29999999999995,262.1115302826266,161.08333333333331,214.28333333333336,205.82591947465323,173.1,262.23333333333335,252.58038029320602,108.46666666666665
U5RFBP6Z,271.51666666666665,261.71153028262665,161.61666666666665,210.13333333333335,201.74746220687405,135.71666666666667,261.65,252.36371362653935,120.65
U5T2LA5F,292.8666666666667,267.36863931813787,429.5833333333333,200.48333333333335,175.78723988644333,620.0,268.95000000000005,244.7655285722737,
U5U9EYAX,295.0833333333333,268.9204292537155,523.15,200.5,172.08511308549348,832.5999999999999,270.8333333333333,245.80977790885666,
U5V3JUB4,270.09999999999997,262.6261129936731,211.51666666666668,223.91666666666666,216.95568074125092,207.43333333333337,263.15000000000003,255.90573156820997,
U5Z0C61N,274.2,261.99486361595996,178.83333333333334,207.3,197.11984380335687,189.8166666666667,262.15,250.62043459960722,101.21666666666668
U61CF84L,276.6166666666666,262.4627877971732,178.3166666666666,204.23333333333332,192.57515360860887,219.65,262.38333333333327,249.0271555726751,86.03333333333335
U62X1GAH,303.81666666666666,272.2080675517198,657.9666666666667,198.89999999999998,162.151221831262,1119.8833333333334,275.0333333333333,244.66024030201234,
U64E,293.75,267.56141897847755,474.55,199.61666666666665,174.22548382856863,695.5500000000001,269.1833333333334,244.29651409873122,
U65A7DKA,272.94999999999993,261.8448636159599,148.38333333333333,208.08333333333331,198.7502280210973,148.63333333333333,261.7833333333333,251.280380293206,96.24999999999997
U67FAKAG,269.7666666666667,261.8781969492933,153.4333333333333,218.20000000000002,211.4139455721712,142.46666666666667,262.01666666666665,254.44032598680482,131.29999999999998
U6E8PJ8L,267.33333333333337,262.7730605652533,225.03333333333327,236.3833333333333,232.2938755438164,219.29999999999998,263.26666666666665,258.7353531400054,206.2166666666666
U6F8X730,268.03333333333336,262.01153028262667,188.88333333333333,225.55,220.1972789055046,169.26666666666668,262.55000000000007,256.6736593201381,171.23333333333332
U6KP4B6G,272.84999999999997,261.84486361596,182.1,209.45,200.1580532022444,180.83333333333334,262.03333333333336,251.5704345996072,116.64999999999998
U6T6KG2P,294.6333333333333,268.42154473653636,486.9,200.0,172.6344791816702,763.5666666666668,270.23333333333335,245.24180345893058,
U710KUDX,267.9833333333333,263.26153028262667,203.01666666666668,236.58333333333334,232.53452482941137,191.18333333333328,263.41666666666663,258.81868647333874,179.59999999999994
U7276YU8,299.7,269.6722648517563,550.9666666666667,199.36666666666667,168.8410192746242,872.4000000000001,272.0,243.299939005419,
U7DNCYGM,284.9,264.6744601115257,340.6666666666667,200.9333333333333,182.90565054837376,441.3666666666667,265.31666666666666,246.25402429050015,
U7L6GBPV,268.4833333333333,262.94486361596,189.08333333333334,231.60000000000002,226.80883337585558,177.91666666666669,263.1333333333333,257.752019806672,166.08333333333334
U7UB0WTJ,277.9833333333333,262.7345908478799,226.76666666666665,203.44999999999996,190.86528555565442,248.70000000000002,262.73333333333335,248.42917537934719,112.01666666666667
U7WWPJ0M,275.49999999999994,262.36278779717327,204.49999999999997,206.58333333333331,195.65199183851487,228.04999999999998,262.4166666666667,249.9721827258757,113.78333333333333
U80WLNR2,273.9,262.6086198859327,250.45000000000002,213.10000000000002,202.45019603212083,285.6333333333333,263.55,252.66616430281573,
U830CVT7,291.65,266.8186393181378,460.3666666666667,199.50000000000003,175.9157314293597,663.75,268.15,244.55865396264932,
U8D4R4YF,290.33333333333326,266.74349479726425,405.93333333333334,200.6,177.51487019405744,613.4166666666666,268.03333333333336,245.59220280498354,
U8N8L34K,274.95,262.2179241812133,173.05000000000004,206.35,195.76676636918455,195.71666666666667,262.15000000000003,250.09879508614114,96.53333333333335
U8U5U022,268.7,263.71153028262665,203.3166666666667,239.43333333333334,235.2717707533182,196.2,263.63333333333327,258.8637136265394,171.9666666666666
U8VT1VB7,273.5,262.64486361595993,209.86666666666665,237.60000000000002,227.36256266505953,188.13333333333333,261.59999999999997,251.20699265347145,191.46666666666667
U8X5T2WD,274.0333333333333,261.9781969492933,135.01666666666665,205.98333333333335,195.9682775948757,145.46666666666667,261.75,250.39704695987265,76.63333333333333
U99HJDM4,280.70000000000005,261.8115302826266,237.95000000000002,250.86666666666667,232.09589599839288,222.96666666666667,260.46666666666664,241.9736593201381,214.5833333333333
U9ATRA9G,279.6166666666666,262.9512575145466,248.45000000000002,201.58333333333331,187.94507290115328,283.45,262.98333333333335,247.34759017228237,105.83333333333333
U9C9ZMKM,272.9333333333333,262.2345908478799,188.0666666666667,212.76666666666665,203.637425160117,193.43333333333334,262.4333333333334,252.2207062800108,140.03333333333336
U9DAJLMN,282.5333333333333,263.56404531171984,352.8666666666667,200.4,185.00099570296788,407.7166666666665,263.78333333333336,245.94086905081704,139.91666666666666
U9H7T90F,296.71666666666664,268.8748862067032,521.0666666666666,199.63333333333333,171.08833672260846,789.35,270.85,244.3309808516767,
U9P37GDT,286.79999999999995,265.368497286412,344.81666666666655,201.14999999999995,181.55683027311753,495.9999999999999,266.26666666666665,245.92467439910823,
U9PBHU15,267.13333333333327,262.26153028262667,193.61666666666667,230.46666666666673,226.07922933172625,171.86666666666665,262.78333333333336,257.9569926534715,181.85000000000002
U9VKB2N8,275.0833333333333,262.7137562699727,207.7166666666667,209.96666666666667,198.60359939380896,256.58333333333337,263.23333333333335,251.38780381628177,
UA34TJP4,270.98333333333335,261.9063938985866,178.48333333333335,215.83333333333334,208.12486249505739,173.10000000000002,262.06666666666666,253.39704695987268,138.4333333333333
UA8DDPFF,284.3999999999999,264.547520676779,333.98333333333335,201.18333333333328,183.59536903928117,458.7166666666667,265.15,246.35348092969298,
UAB56Z7Z,268.1666666666667,261.8281969492933,183.84999999999994,224.08333333333334,218.4639455721712,171.94999999999996,262.46666666666664,256.2569926534714,165.41666666666663
UAD5V60L,310.23333333333335,275.4002641502699,798.4666666666666,198.4,153.8023591476974,1406.6666666666665,279.0,245.40173693302245,
UAERPXD7,277.69999999999993,262.9589089276798,224.7,207.2,194.82132674963043,287.1166666666667,263.34999999999997,249.31278039308404,142.66666666666666
UAHG246H,270.7333333333333,261.8897272319199,164.91666666666666,216.31666666666666,208.75428323781722,168.2833333333333,262.1333333333333,253.63535314000538,131.96666666666667
UAYNYWT7,272.48333333333335,261.7615302826267,152.58333333333334,209.38333333333333,200.3143650043022,155.08333333333334,261.8833333333333,251.7186864733387,104.56666666666666
UB22FPTE,305.6166666666666,272.83931692943287,686.3833333333333,198.88333333333333,160.57819891091015,1156.3833333333334,275.8833333333333,244.409522577558,
UB4XK4NV,291.98333333333335,268.0097254121626,467.46666666666664,200.79999999999998,174.75390988448933,737.9833333333332,269.51666666666665,246.63240682718072,
UB6FN6XG,273.0833333333333,261.86153028262663,151.0,207.96666666666664,198.54258614131982,151.58333333333334,261.81666666666666,251.21371362653935,96.79999999999997
UB6JP787,269.1166666666666,262.1615302826266,178.28333333333336,222.6,216.55883337585556,157.55,262.3333333333333,255.6186864733387,153.23333333333332
UB6TZMWL,288.51666666666665,265.4239227121991,401.96666666666664,199.83333333333331,179.7097687907025,535.85,266.3833333333333,244.5280114624445,
UBFY4UNN,279.3666666666666,262.81792418121324,237.05,201.28333333333333,187.83187268862886,282.54999999999995,262.85,247.31895800534483,88.31666666666669
UBKLVB72,271.43333333333334,261.71153028262665,155.03333333333333,211.5333333333333,203.2449325234122,145.01666666666668,261.76666666666665,252.51868647333873,116.80000000000001
UBLZ93XE,272.68333333333334,262.0594463270063,158.79999999999998,209.54999999999998,200.05315105778905,159.99999999999997,262.18333333333334,252.11070441500934,
