,gen-guesses_SSRT-vanilla,gen-guesses_SSRT-w_guesses,gen-guesses_SSRT-w_graded,gen-graded_mu_go_log_SSRT-vanilla,gen-graded_mu_go_log_SSRT-w_guesses,gen-graded_mu_go_log_SSRT-w_graded,gen-standard_SSRT-vanilla,gen-standard_SSRT-w_guesses,gen-standard_SSRT-w_graded
3ZHPLD0X,274.98333333333335,262.2063938985866,166.61666666666667,206.6,196.03821930465108,188.90000000000003,262.1333333333333,250.0871012662739,89.2
3ZRVGHVN,289.15,265.868497286412,402.16666666666663,199.99999999999997,178.79658750776,542.5166666666667,266.94999999999993,244.93865970605114,
3ZUH1ZHD,278.33333333333326,262.63972723191995,218.20000000000005,201.99999999999997,189.21331388596516,250.66666666666669,262.5833333333333,247.87890369894362,85.14999999999999
3ZX15022,271.19999999999993,262.05430994296637,203.58333333333334,214.4666666666667,205.90001053116265,184.64999999999995,262.5,253.70600324861357,
3ZXWNWZK,292.28333333333336,267.67542360602977,491.5,199.66666666666669,174.033552115498,742.7,269.15000000000003,245.72875123704551,
402278X9,274.1,263.64098474646653,245.6,222.83333333333337,213.84961311277345,259.45000000000005,263.9833333333334,254.02299776708645,197.48333333333332
403JXRX5,280.45,263.1961211305065,278.48333333333335,201.86666666666665,187.64861077932366,311.45,263.3833333333333,247.1879161590871,132.46666666666667
40AA6KX2,271.0999999999999,261.8781969492932,174.70000000000005,213.25000000000003,205.35648699376324,145.26666666666665,261.85,253.11371362653932,133.13333333333335
40BBMD8U,290.05,266.1428153662119,386.94999999999993,200.15,178.36788575699072,572.9833333333333,267.3666666666667,244.64363255285053,
40GZ9MTA,281.3,263.7350219213528,301.96666666666664,204.1833333333333,189.09732391305974,383.1166666666667,264.3833333333333,247.72993410075773,
40JXNNYU,288.76666666666665,266.4683502763907,410.21666666666664,201.36666666666667,179.13859624267198,617.7333333333333,267.66666666666663,246.426413051972,
40LC0P0V,270.13333333333327,261.9448636159599,188.63333333333335,218.71666666666667,211.67315366042982,175.25000000000003,262.2833333333333,254.41371362653936,148.70000000000002
40LJLRZD,274.68333333333334,262.1397272319199,191.63333333333333,206.71666666666664,196.25879856189115,198.48333333333335,262.21666666666664,250.39879508614115,108.73333333333332
40T7TX7X,278.91666666666663,263.09224226101315,226.45000000000002,204.5,191.29328891398225,290.84999999999997,263.33333333333337,248.32447421295137,131.38333333333333
40UDB664,267.93333333333334,263.7281969492933,171.39999999999995,239.2833333333334,235.76256266505956,163.96666666666667,263.65000000000003,259.5903259868048,159.11666666666667
40UHKD3Y,273.21666666666664,262.0794544638399,188.16666666666666,210.5666666666667,201.00580066141117,200.30000000000004,262.43333333333334,251.78737294667746,141.51666666666668
40YFT2B2,295.29999999999995,268.30516711161675,517.1999999999998,199.4333333333333,172.26924791656143,784.2166666666666,270.0666666666666,244.32148120212875,
414B0X0A,302.1833333333333,271.48612246928724,617.9333333333332,199.33333333333326,164.38423288072104,1022.6333333333331,274.16666666666663,244.76390536555232,
415U67R2,276.9333333333334,263.9211186413588,260.95,214.95000000000002,202.31011129314695,344.65,264.65,252.1832618390867,
41E41YFZ,281.73333333333335,263.41404531171986,291.5333333333333,200.86666666666667,185.88307849227382,357.7166666666666,263.6666666666667,246.43267163188423,125.13333333333333
41TZ179J,270.24999999999994,261.5730605652533,171.53333333333336,213.44999999999996,205.85290033070555,150.81666666666666,261.81666666666666,253.48535314000537,143.86666666666665
4206Z9NR,273.5833333333333,262.23459084787993,202.65,211.51666666666668,201.89272065780216,208.8,262.45,251.64906676654473,142.68333333333337
422B2397,303.90000000000003,272.52875511960576,675.3333333333334,198.70000000000002,161.1779219010442,1173.95,275.33333333333337,245.11624925166763,
42425KF9,290.2833333333333,267.19417422831674,460.3333333333332,201.58333333333331,177.49207978148004,692.3500000000001,268.66666666666674,246.64695066937728,
426ELY6T,302.18333333333334,271.5883484566334,642.1166666666668,198.78333333333333,163.54488710130812,1105.6166666666666,274.20000000000005,244.75571349926383,
427BL6HA,297.8333333333333,269.805988574395,553.5666666666666,199.46666666666664,168.6919509123473,915.0999999999999,271.93333333333334,245.07190259832828,
42EDG566,295.0999999999999,268.5861274475827,514.3166666666666,199.51666666666662,171.65719297041687,805.5166666666667,270.38333333333327,245.0830063593905,
42LK7GJJ,267.25,263.5115302826266,207.14999999999998,242.31666666666672,238.96256266505952,195.63333333333333,263.56666666666666,259.92365932013814,196.19999999999996
42N70P8A,288.66666666666663,266.1194657592115,410.53333333333325,201.66666666666666,180.20645804905828,570.2833333333334,267.4,246.0154312555173,
43AFH5U4,273.59999999999997,262.0730605652533,188.23333333333338,209.08333333333331,199.27945735282364,183.95000000000002,262.25000000000006,251.33737294667748,131.38333333333333
43M1L7PL,268.16666666666663,261.39486361595993,180.56666666666663,219.54999999999998,213.49589599839285,155.36666666666665,261.98333333333335,255.3903259868048,165.68333333333334
43P39GXX,274.03333333333336,264.1304229366394,244.0166666666667,226.71666666666664,217.60751198438248,292.1833333333334,264.4166666666667,254.98283096948236,
43TD8G0E,282.3499999999999,263.98502192135277,271.99999999999994,202.7166666666666,186.88003614016634,355.3,264.4833333333333,247.11878364169755,
43VJ1LGA,276.2333333333333,262.3115302826267,174.43333333333337,203.66666666666669,192.24318887482036,189.76666666666668,262.0833333333333,249.04879508614115,78.36666666666667
43VJ4GZ1,297.98333333333335,269.3707182954626,561.5833333333333,199.28333333333333,169.42944060897133,865.6666666666667,271.5,244.2092288470078,
43YWL3H0,269.3833333333333,263.7897272319199,222.64999999999995,243.29999999999995,238.2455212859898,220.16666666666663,263.53333333333336,258.1689581537423,213.04999999999998
449WT7FF,295.59999999999997,268.33336406091,532.3833333333332,199.1833333333333,171.88224838647818,809.3999999999999,270.1166666666667,244.09957000825906,
44AD8TE0,270.04999999999995,263.34486361596,215.71666666666664,238.7166666666667,232.7255000425222,198.0666666666667,262.73333333333335,256.35201980667205,192.05
44AXV5FM,268.93333333333334,261.82819694929333,192.94999999999996,221.51666666666665,215.29354961630057,173.51666666666665,262.31666666666666,255.43535314000542,164.3833333333333
44VXW7YA,291.1833333333333,267.08501694305744,442.4,200.43333333333334,176.4941629069929,639.7666666666667,268.41666666666663,245.52427505305533,
44YMAA5N,272.68333333333334,262.5345908478799,185.0666666666667,216.8166666666667,208.12751643193937,192.91666666666669,262.85,253.19261747388046,154.1833333333333
459DR5EV,272.2333333333333,262.1115302826266,178.66666666666669,213.5333333333334,205.0541406116709,171.29999999999998,262.06666666666666,252.47540744640662,121.66666666666667
45BG08PF,269.5833333333333,262.47306056525326,206.4,225.38333333333333,219.21583770816818,193.23333333333332,262.7333333333333,255.9137136265393,172.36666666666662
45ZYAREH,273.46666666666664,261.8781969492933,103.56666666666668,206.08333333333334,196.44240283995038,118.0,261.53333333333336,250.60699265347145,63.33333333333333
462XNPPR,290.3999999999999,265.9730962711254,455.25,199.31666666666663,177.78294302344722,625.4999999999999,267.0833333333333,243.8879008362431,
464X4LJP,275.68333333333334,262.52431807979985,225.41666666666669,208.3,197.0917083979342,244.4,263.0,250.52272608668284,155.98333333333335
469WWLEH,291.4,266.97808564514423,440.79999999999995,200.3,176.6134220608204,671.4499999999999,268.35,245.06034591751512,
46B8VBDT,272.43333333333334,262.27402903805284,208.08333333333331,212.13333333333335,202.53030310723275,211.23333333333335,262.66666666666663,252.9641444961436,
46BR319Y,266.9833333333333,262.49486361595996,193.75,233.38333333333338,229.3958959983929,176.33333333333331,262.94999999999993,258.4903259868048,182.33333333333334
46P89PTE,268.71666666666664,262.5730605652533,195.86666666666667,228.2833333333333,222.9362336640389,185.6,262.90000000000003,256.93535314000536,172.33333333333331
46TPVKEN,280.84999999999997,263.64708960330603,294.33333333333326,202.86666666666665,187.78973110692462,344.6166666666665,264.01666666666665,247.82665320882407,
46VFKP3F,273.6666666666667,263.4522259873461,221.7,219.71666666666664,210.20814953184725,240.09999999999997,263.5166666666666,253.82113714961505,
46VZ,290.3333333333333,266.1316754728905,420.1999999999999,222.51666666666665,196.79063940323465,606.8,266.75,243.35969021390264,
474A4X05,286.31666666666666,264.4832270074797,421.33333333333337,199.43333333333337,181.54842343252156,516.25,265.06666666666666,244.44490866416115,189.38333333333335
47DGFAAJ,280.45,264.15779344485907,323.3666666666667,209.08333333333334,194.02544377074398,404.74999999999994,265.1,249.5905823443644,
47H9F62N,278.1333333333333,262.8025150290932,215.58333333333331,203.45,190.85835862336273,267.1833333333333,262.75,248.27890369894357,100.39999999999999
47N6G712,305.35,272.68112811697307,664.0333333333332,198.9666666666667,161.09682265094403,1133.5500000000002,275.68333333333334,244.28941582975705,
47W6DHJC,279.28333333333336,262.95765141313325,227.09999999999997,202.29999999999998,188.88164060237213,277.8666666666667,263.0166666666667,247.65753586588113,104.61666666666666
486GVBCD,283.84999999999997,265.12126067308463,329.34999999999997,203.66666666666666,185.20998766249994,484.81666666666666,266.03333333333336,248.20057473596106,
486UUF4D,270.74999999999994,261.6230605652533,165.0,212.59999999999997,204.67859178426139,152.36666666666667,261.8333333333333,253.0853531400054,134.1833333333333
48EYUFJ4,266.93333333333334,263.52819694929326,215.88333333333335,244.28333333333333,241.34589599839293,207.66666666666669,263.41666666666674,260.1069926534715,205.03333333333333
48NE3N41,285.58333333333326,266.05527343747036,377.5333333333333,202.98333333333332,182.29604706701627,545.6166666666666,266.93333333333334,248.36783146143276,
48X5Y,276.91666666666663,262.78584836242646,218.43333333333334,207.44999999999996,195.704708867851,262.75,262.95,249.56748155947986,127.8
493AHEA8,279.41666666666663,263.0691816957599,279.3166666666667,203.6,190.09508720872014,321.0833333333333,263.3666666666667,247.9592839921496,138.91666666666666
49B5ZDR2,295.90000000000003,268.3657289214439,486.21666666666664,199.91666666666666,172.6945869421825,728.9333333333333,270.25,244.03437423481313,
49D4EDYG,272.5666666666666,262.02819694929326,117.96666666666667,211.46666666666667,202.72573617328374,138.01666666666665,261.90000000000003,251.92365932013814,79.71666666666667
49EG90M3,285.15000000000003,265.8952897111375,398.93333333333334,206.36666666666667,186.41929208036152,575.2499999999999,267.31666666666666,248.85799825903678,
49YTZ5Z4,275.1333333333333,262.2794544638399,194.31666666666666,207.38333333333335,196.66474591460806,227.20000000000005,262.43333333333334,250.21048890600846,110.7666666666667
4AGK770Z,266.8333333333333,261.6281969492933,203.6,227.13333333333335,222.36256266505956,183.1166666666667,262.45000000000005,257.2403259868048,191.61666666666667
4AP9GM2Z,270.18333333333334,261.74486361595996,147.86666666666667,215.93333333333337,208.74727890550452,136.86666666666667,261.75,253.6903259868048,124.48333333333333
4APZUGR2,288.71666666666664,266.6747441749774,414.2166666666666,203.3833333333333,181.10156436893965,623.5166666666667,268.0833333333333,247.0102897461124,
4AYYAKWZ,285.21666666666675,264.7775125399455,348.26666666666665,200.39999999999998,181.92553543044298,468.7833333333334,265.4666666666667,246.178832204697,
4B0U03EB,269.8333333333333,263.88972723191995,218.08333333333337,242.0,236.69552128598983,217.49999999999994,263.45,257.8522914870757,207.38333333333335
4B1YV01D,277.88333333333327,263.22833898101914,210.63333333333335,205.11666666666665,191.75756296885837,287.40000000000003,263.4166666666667,249.50763888367916,
4BAP6ERL,285.75,265.58584338413107,339.2,201.6,181.67185595238854,519.4666666666667,266.3833333333334,247.18734815042868,
4BAX2G31,271.9833333333333,262.61153028262663,179.1,217.58333333333337,209.73609103789258,171.18333333333337,262.3333333333333,253.47540744640662,126.78333333333335
4BB6Z0VU,275.38333333333327,262.45639389858655,190.96666666666673,207.76666666666662,197.11271115246473,209.68333333333334,262.40000000000003,250.22715557267512,99.51666666666665
4BJ1W8Z2,287.2666666666667,265.4818224829118,357.21666666666664,200.38333333333333,180.1661545719775,506.2166666666667,266.45,245.85472684050796,
4BK6Y7VR,268.5833333333333,261.45639389858655,221.50000000000006,219.78333333333333,213.3401462546124,198.16666666666666,262.25,255.24704695987265,190.61666666666667
4BKN34GB,272.20000000000005,261.74486361595996,123.91666666666669,209.81666666666666,201.01671138639455,136.98333333333332,261.7333333333333,251.79032598680482,88.20000000000002
4BPHYB7J,268.73333333333335,262.3115302826267,190.11666666666667,226.23333333333332,220.71785816274473,171.28333333333336,262.51666666666665,256.31868647333874,164.1
4BRAVBYU,267.06666666666666,262.1615302826266,195.04999999999998,230.18333333333334,225.7792293317262,172.64999999999998,262.6333333333333,257.75699265347146,183.11666666666667
4BU3CBM5,284.56666666666666,265.6487781913256,377.58333333333326,212.0,194.90285025683005,509.76666666666665,266.51666666666665,248.54435027730491,
4BXZZV14,301.40000000000003,271.48583342754023,625.5666666666666,199.3666666666667,164.44609312779082,1033.6333333333334,274.0666666666667,245.40680022087815,
4C2YD3TH,273.4333333333333,261.94486361596,160.73333333333335,207.58333333333334,197.96316539856002,157.41666666666666,261.8166666666667,250.97540744640662,99.09999999999998
4C616XF8,279.85,263.1358483624265,259.75,202.44999999999996,188.7001994050358,305.95,263.21666666666664,247.49759017228237,123.18333333333334
4CFUY1KU,267.2333333333333,263.41153028262664,194.88333333333335,241.4,238.1292293317262,182.29999999999995,263.40000000000003,259.7069926534715,183.73333333333332
4D622NWA,275.71666666666664,262.2397272319199,158.05,205.49999999999994,194.42293554509604,198.60000000000002,262.2666666666666,249.5537679329405,74.9
4D6F5KCG,272.09999999999997,261.97611299367304,165.63333333333333,210.8,201.66079293756658,164.71666666666667,262.23333333333335,252.59403774834266,
4D917H14,273.44999999999993,261.9897272319199,201.93333333333334,209.34999999999997,199.6817242012237,203.68333333333334,262.23333333333335,251.34879508614114,127.08333333333333
4DHL5TCP,272.2333333333333,261.90639389858666,166.10000000000002,210.26666666666662,201.36886635745327,148.06666666666666,261.95000000000005,252.16398530694292,133.35
4DPTUVZ7,296.95,269.2652928696755,574.7666666666665,199.16666666666669,169.59874299321095,892.8166666666667,271.2333333333333,244.78491367485972,
4EJ61L2C,278.71666666666664,263.6513995462724,257.0,206.85,192.8262727292424,320.8,264.2,249.8935353844917,
4ER765J7,272.8666666666666,262.0948636159599,214.34999999999997,212.15,203.0723734868187,202.45000000000002,262.3333333333333,252.1321284194745,137.35000000000002
4ET3VY02,275.96666666666664,262.5909847464665,177.7666666666667,206.36666666666667,195.0658336430089,199.36666666666665,262.55,249.91600511361491,124.60000000000001
4F8LNY2K,275.54999999999995,262.33972723191994,188.18333333333334,205.76666666666665,194.73866544108228,195.63333333333333,262.29999999999995,249.860760586412,109.63333333333333
4F95WY7X,279.5833333333333,263.7232025969791,274.7333333333333,205.89999999999998,191.30043864954018,342.0166666666667,264.3333333333333,249.28358969089294,
4FBVLRNU,269.1833333333334,261.39486361596,166.78333333333333,215.18333333333334,208.28825411861538,138.18333333333334,261.7833333333333,254.29032598680482,148.06666666666666
4FU0ZVUV,279.1333333333333,262.9691816957598,229.34999999999997,202.9333333333333,189.6076579834438,286.0333333333334,263.1166666666667,247.87420253254777,111.1
4G19G9J8,268.8666666666667,261.37819694929334,169.11666666666665,215.83333333333334,209.16256266505954,136.29999999999998,261.7333333333333,254.5069926534715,152.93333333333334
4G2RL68U,271.59999999999997,261.69486361596,141.98333333333335,209.79999999999998,201.36021628296717,127.2,261.5833333333333,252.1853531400054,107.14999999999999
4G80N2WG,273.91666666666663,262.6304229366394,213.68333333333334,212.26666666666668,201.72399534967963,245.61666666666667,263.1833333333333,252.3761099964145,
4G9T9A6R,282.66666666666663,264.1047410164393,274.73333333333335,201.99999999999997,185.74089623534647,376.46666666666664,264.55,246.9769248892277,
4GA9CN7W,268.54999999999995,264.0781969492933,227.24999999999997,247.66666666666669,243.54589599839284,220.86666666666673,263.3666666666666,259.17365932013814,214.6833333333333
4GHXF68C,282.2833333333333,263.77349163872617,313.6166666666667,201.95,186.28651075785083,398.0333333333333,264.28333333333325,246.78638339342203,
4GP0WREF,273.8833333333333,262.75430994296636,233.78333333333333,231.41666666666669,220.58334386449596,232.71666666666664,262.75,251.9726699152802,
4GRV3A5L,293.2333333333333,267.08990496951793,487.49999999999994,199.26666666666665,174.9927038869928,724.2166666666667,268.59999999999997,243.680349647518,
4GTMLDUE,287.6833333333333,266.6577884665636,422.6833333333332,203.74999999999997,181.6710664957869,630.6166666666666,267.93333333333334,247.8198512681048,
4H6UC2YG,296.4833333333333,268.8830750191629,527.0333333333333,199.49999999999997,170.86162496636584,799.9166666666666,270.85,244.57742827933959,
4H7G4RXD,268.09999999999997,261.39486361595993,182.06666666666663,219.8666666666667,213.86256266505953,157.38333333333333,261.98333333333335,255.44032598680482,167.24999999999997
4H9VPPWC,271.96666666666664,261.8730605652533,173.38333333333333,212.29999999999995,203.5945578110091,170.14999999999998,262.1833333333333,252.54731864027622,138.84999999999997
4HL4ATJ8,293.74999999999994,267.9830750191629,532.2833333333333,199.14999999999998,172.70192548312093,824.2666666666667,269.56666666666666,244.94662266917354,
4HYKF068,282.98333333333335,264.1065359303125,326.74999999999994,200.88333333333333,184.22362465361923,413.9833333333333,264.5166666666667,246.74151542942215,
4J7L4Y8X,293.9666666666666,268.13084903181687,497.0833333333333,200.54999999999998,174.11660444492472,710.0666666666665,269.7833333333333,245.2439357568055,
4J8HX54I,274.0166666666667,262.06792418121324,147.83333333333331,207.66666666666663,197.55667433963745,169.96666666666667,262.25,250.93065197360954,105.14999999999998
4JHN1XBR,273.04999999999995,262.67737050821955,235.88333333333335,216.9,207.37721940831236,249.70000000000002,263.3666666666666,253.3580230552855,
4JR952MJ,276.3999999999999,262.45125751454657,178.18333333333334,204.96666666666664,193.37256083269295,207.68333333333334,262.4666666666667,249.33240009987804,98.98333333333332
4JVM9WML,269.65000000000003,261.4281969492933,153.73333333333332,214.64999999999998,207.45492078528204,142.71666666666667,261.79999999999995,253.85699265347145,133.26666666666665
4JZNJZVZ,269.76666666666665,262.6594463270064,216.65,225.98333333333332,219.35568074125092,216.6,263.28333333333336,256.37239823487664,
4K2HKN0K,281.7,263.8068249720595,271.6333333333333,202.78333333333327,187.41765677647626,347.9166666666667,264.21666666666664,247.3018452946273,
4KBPCMNW,284.68333333333334,265.25154157799824,340.28333333333336,203.38333333333333,184.60859849064028,476.1666666666667,266.15,247.71609280856907,
4KMCR8NT,280.5,263.9377853080255,252.0,203.93333333333334,188.51559009220162,350.6333333333334,264.3833333333333,248.66834329868848,
4KRWWP18,290.19999999999993,266.0500357058721,409.13333333333327,199.93333333333328,178.30632097738697,561.5666666666667,267.2333333333333,244.35390609825555,
4LC2AW2Z,267.69999999999993,264.1781969492933,227.63333333333333,249.71666666666667,246.59589599839285,224.56666666666666,263.55,260.2403259868048,215.9
4LF63ATG,268.05,263.3781969492933,187.01666666666662,238.14999999999998,234.17158745194877,178.0666666666667,263.35,258.8903259868048,172.21666666666664
4LPXB23R,274.9333333333333,262.6406957047195,177.16666666666663,207.81666666666663,196.59488622686877,202.75,262.71666666666664,251.05944332974778,
4M21YVVK,276.84999999999997,262.6743180797999,182.68333333333337,205.49999999999997,193.6044624740274,220.21666666666664,262.73333333333335,249.32769893348222,116.69999999999999
4M3N3TW1,268.45000000000005,261.92819694929324,176.83333333333334,223.21666666666667,217.55492078528206,151.08333333333334,262.1666666666667,255.89032598680478,159.9666666666667
4M5JUCT8,272.01666666666665,261.84486361596,189.71666666666667,212.45000000000002,203.82983206522673,182.98333333333335,262.09999999999997,252.4254074464066,131.25
4M8E1EGF,303.1166666666667,271.6112669901608,641.1666666666666,199.06666666666666,163.77015272522232,1036.2333333333333,274.33333333333337,244.17417891095738,
4MEF6MVP,280.06666666666666,263.3555674575129,244.4666666666667,203.16666666666666,188.84150487892236,304.79999999999995,263.7166666666667,247.96649215462193,
4MK3V5ZU,272.91666666666663,262.10125751454655,204.83333333333331,212.54999999999998,203.15712047606866,205.34999999999997,262.6833333333333,252.35431129374768,164.7166666666666
4MLW19DR,306.53333333333336,273.6109729701183,720.65,198.61666666666667,158.43811459345406,1251.166666666667,276.73333333333335,245.02066356321336,
4MMA1Y1U,277.23333333333335,262.5679241812132,217.0333333333333,203.81666666666663,191.76736910268502,240.0,262.49999999999994,248.73387654574302,101.10000000000002
4MPM83XL,275.4333333333333,262.2063938985866,139.85000000000002,204.34999999999997,193.46114494398356,169.7,261.9166666666667,249.43710126627388,66.48333333333333
4N77M6YN,294.46666666666664,268.0487732130301,510.9166666666666,199.35,172.752630034782,764.833333333333,269.71666666666664,244.55951570185786,
4NBKWH5N,273.61666666666673,263.6637562699727,211.18333333333337,221.48333333333332,212.10759151807468,242.6833333333333,263.9166666666667,254.40971501015136,
4NC05L4V,271.75,262.07819694929333,166.3833333333333,213.93333333333334,205.75786990087482,157.60000000000005,262.06666666666666,252.88038029320603,119.21666666666667
4NKVRBAJ,288.0833333333333,266.1388958125508,401.4333333333333,200.29999999999995,178.54678182865516,590.7833333333332,267.16666666666663,246.34280803823506,
4NNE3HU8,289.20000000000005,266.04795175025197,398.71666666666664,201.11666666666667,179.93399036538008,562.9333333333333,267.1666666666667,245.17199303938452,
4NPWH7C3,273.78333333333325,262.19486361595995,171.70000000000005,209.35000000000002,199.72610277602274,173.63333333333335,262.06666666666666,251.13710126627385,100.76666666666667
4NV8ABYR,295.05,268.75279411424935,522.4166666666666,200.58333333333334,172.71163123111387,795.5666666666668,270.55,245.46191020673163,
4NY4LM1D,267.45000000000005,262.07819694929333,204.71666666666664,228.98333333333335,224.10492078528205,185.51666666666665,262.6166666666667,257.3403259868048,190.05
4P23TARH,305.09999999999997,272.77056630714594,686.0166666666667,198.75,160.62339220255808,1178.5,275.7333333333333,244.6270661578798,
4P3K4E3R,274.3333333333333,262.13972723191995,160.26666666666668,207.1833333333333,196.91790288247262,168.7,262.1333333333333,250.62567912681018,106.38333333333333
4P46R5XT,285.26666666666665,265.00696700378535,332.1,201.69999999999996,183.20417633623558,476.96666666666675,265.7333333333333,246.47910388510053,
4P5P4UP1,273.34999999999997,262.51792418121323,205.98333333333332,214.51666666666665,205.34272065780212,212.2666666666667,262.73333333333335,252.43240009987807,146.96666666666664
4P9B9PGN,278.8833333333333,263.09224226101315,249.0,205.11666666666665,191.90622629144488,308.5833333333333,263.5,248.51950136615193,145.68333333333334
4PBLR1XV,285.5833333333333,264.9705812420322,366.15000000000003,201.79999999999995,183.36892816091913,485.96666666666664,265.7333333333333,246.1940785969013,
4PKFHBXH,272.5333333333333,261.79486361596,130.41666666666666,208.41666666666669,199.37826585674557,132.3166666666667,261.6166666666666,251.43535314000542,89.35
4PR3H6ZL,286.59999999999997,265.81709276184415,363.33333333333337,201.03333333333333,180.31288214997525,565.55,266.73333333333335,246.96215606462547,
4PYRUPX6,266.95,262.74486361595996,199.0666666666667,235.95000000000007,232.2625626650596,185.2,263.15,259.0069926534715,187.88333333333333
4PZ5WRHB,293.45,267.44988869585086,488.78333333333336,199.48333333333332,174.34270850900785,700.25,269.0,244.3079362381949,
4R7NANWE,282.1666666666667,264.09321073381267,344.5,204.11666666666665,188.1689747462178,411.46666666666664,264.78333333333336,247.6953396821629,
4RE6L62Z,275.9666666666667,262.5076514131332,219.55,207.41666666666663,196.09908744265,249.0,262.8333333333333,250.0724544062793,135.95
4RFZF7PZ,285.33333333333326,264.9372479086989,326.28333333333325,201.7833333333333,183.46900769461135,456.39999999999986,265.66666666666663,246.32096263757037,
4RW0XZTG,275.73333333333335,262.36278779717327,187.93333333333334,205.71666666666667,194.62377070149725,217.5,262.3666666666667,249.72715557267512,101.55000000000001
4RX5LRX2,289.21666666666664,266.18738994042474,365.75,200.51666666666665,178.73291727949194,567.2,267.3666666666667,245.4467447821786,
4T1NP49C,285.09999999999997,265.4318224829118,351.5666666666666,205.08333333333334,186.28431038374836,468.41666666666663,266.41666666666663,247.74357638144787,
4T5TKK4J,278.9833333333333,263.17223412417957,166.96666666666664,203.58333333333331,189.88748852067164,240.64999999999995,263.4333333333333,248.49162806902245,
4TK6P8E5,296.3833333333333,268.41698643599045,495.33333333333326,199.53333333333336,172.0901629890524,768.5166666666667,270.35,243.6671642073393,
4TL31WGV,295.6499999999999,268.3397579594967,523.6999999999999,199.16666666666663,171.87246584320883,820.8499999999999,270.1333333333333,244.02093784132157,
4TMZ755N,272.53333333333336,261.7615302826266,130.48333333333335,208.35,199.26809429350618,132.36666666666665,261.70000000000005,251.52365932013814,90.98333333333333
4TR6CE01,283.7,264.12140768310593,312.95,200.48333333333332,183.62527010703747,425.95000000000005,264.65,246.16643583482178,
4UCBM11Y,274.81666666666666,262.1397272319199,103.31666666666666,204.98333333333332,194.42536146088062,134.06666666666666,261.84999999999997,249.88562482040896,64.66666666666667
4UHNX2WX,272.45,261.7781969492933,159.78333333333336,209.11666666666665,200.08356135443069,153.33333333333334,261.85,251.74704695987268,109.01666666666667
4UJ4B7YT,290.8166666666667,267.3295915172703,444.3833333333332,201.5666666666667,177.25226152120953,647.55,268.79999999999995,246.4846516162584,
4UL7Y7JT,277.01666666666665,262.6743180797999,220.88333333333338,206.29999999999995,194.2303372289527,257.58333333333337,263.1,249.51775323988346,137.60000000000002
4UMAF27X,287.79999999999995,265.2239227121991,379.41666666666663,199.95,180.31696453404876,521.9166666666666,266.1499999999999,244.77101880897305,
4UPKY2PA,275.5833333333333,262.21153028262665,177.15,204.71666666666667,193.69180596770872,189.51666666666668,262.09999999999997,249.54879508614118,86.18333333333334
4UVUKCDA,280.8666666666666,263.4371058769731,230.29999999999995,202.4333333333333,187.91998856224663,310.45,263.7,247.21977304655553,130.26666666666668
4UZ5M3N6,278.19999999999993,262.61792418121325,196.69999999999996,202.09999999999997,189.39306055624087,245.35000000000002,262.5833333333333,247.93387654574298,76.01666666666667
4UZ9DDJH,273.2833333333333,263.48764327629965,209.33333333333334,222.68333333333334,214.01962631342215,235.5,263.6333333333334,254.31272422168146,
4V5RG3KP,275.5666666666666,262.3627877971732,213.4833333333333,206.96666666666667,195.9700414122932,239.26666666666668,262.5333333333333,250.02218272587567,118.98333333333335
4V78W98J,281.9666666666667,263.54737864505313,343.3833333333333,201.5,186.4140126141228,389.75,263.8166666666666,246.47944691135328,153.6
4VA6Z7NV,279.16666666666663,263.341953219266,243.41666666666666,204.04999999999998,190.10471135619477,307.4833333333333,263.6166666666667,248.66293958228474,
4VK7GGEN,268.56666666666666,261.74486361595996,198.10000000000002,221.61666666666667,215.55119149607805,174.26666666666668,262.33333333333337,255.70201980667207,172.29999999999998
4VVDH6YT,290.96666666666664,269.0917962526539,497.3666666666666,206.55000000000004,179.28872734207764,881.0833333333336,271.0333333333334,249.83141364995973,
4W2U0GZN,271.6,261.59486361596,126.76666666666668,209.71666666666664,201.1986618126162,130.46666666666667,261.7166666666667,252.1903259868048,96.38333333333333
4WA9A9A5,272.96666666666664,261.90639389858654,164.56666666666666,208.5333333333333,199.1968246594092,162.96666666666667,261.9166666666667,251.4420741130733,109.85000000000001
4WB9H8LL,268.68333333333334,261.54486361595997,175.3,218.51666666666665,212.1715874519487,147.75,261.96666666666664,255.05699265347144,157.7166666666667
4WKD8ANP,302.0833333333333,271.28820642490757,645.6666666666666,198.96666666666664,164.43011023828717,1027.3666666666666,273.8666666666667,244.40696888348356,
4WLLVCRR,285.66666666666663,265.15876191765847,347.3666666666667,201.19999999999996,182.08010420930808,473.13333333333327,265.93333333333334,246.55942800690377,
4WU2W91W,309.7833333333333,275.7710937498817,828.5166666666667,197.78333333333333,152.2761447778872,1561.1166666666663,279.28333333333336,246.2007026104479,
4X19HRWY,274.8333333333333,262.1281969492933,144.96666666666667,204.89999999999998,194.41707798913353,156.08333333333334,261.74999999999994,249.7871012662739,72.98333333333333
4X3B9V7E,268.29999999999995,263.74486361596,201.15,242.31666666666672,238.32922933172625,187.13333333333333,263.23333333333335,258.94032598680485,188.53333333333336
4X6J651P,294.9,268.01447140689726,496.7833333333333,199.58333333333334,173.08755186106484,717.1999999999999,269.75,244.2171642073393,
